down in the dumps	in den Müllkippen|in den Mülltonnen|in den Abfallbehältern|in den Abfallgruben
to take the bull by the horns	den Stier bei den Hörnern packen|den Stier bei den Hörnern nehmen
out of this world	außerhalb dieser Welt|nicht von dieser Welt|überirdisch|unwirklich|unglaublich
cracked a smile	ein Lächeln aufsetzen|ein Lächeln zeigen|ein Lächeln auflegen|ein Lächeln aufsetzen
on the same page	auf der gleichen Seite|auf derselben Seite|auf einer Seite sein
let you off the hook	dich vom Haken lassen|dich freilassen|dich entlasten|dich entlassen
silly goose	alberne Gans|dumme Gans|verrückte Gans
turning the tables	die Tische umdrehen|die Rollen tauschen|die Situation umkehren|die Verhältnisse umkehren
cross that bridge when we come to it	die Brücke überqueren, wenn wir dazu kommen|die Brücke überqueren, wenn wir dort sind|die Brücke überqueren, wenn wir soweit sind|die Brücke überqueren, wenn wir ankommen
hit it off	sich gut verstehen|sich auf Anhieb gut verstehen|sich auf Anhieb sympathisch sein|sich auf Anhieb mögen
blow off some steam	Dampf ablassen|sich abreagieren|sich auspowern|sich entspannen
living in a dream world	in einer Traumwelt leben
green behind the ears	NA
all thumbs	zwei linke Hände haben|ungeschickt sein|tollpatschig sein
bag of rags	Sack voller Lumpen|Tasche voller Fetzen
loose ends	lose Enden|offene Enden|unbeendete Dinge|unfertige Dinge|unvollständige Dinge
around the block	um den Block|um den Häuserblock|um den Straßenblock|um den Viertelblock
more than I can chew	mehr als ich kauen kann|mehr als ich beißen kann|mehr als ich schlucken kann
paying off	abbezahlen|tilgen|auszahlen|begleichen
blew my mind	hat meinen Verstand gesprengt|hat meinen Verstand geblasen
see eye-to-eye	Augen-zu-Augen sehen
big cheese	großer Käse
a tempest in a teapot	ein Sturm im Wasserglas
make time	Zeit machen|Zeit schaffen|Zeit freimachen
count our chickens before they hatch	die Hühner zählen, bevor sie schlüpfen|die Hühner zählen, bevor sie ausgebrütet sind|vorzeitig Erfolg feiern|vorzeitig jubeln
water under the bridge	Wasser unter der Brücke|Vergangenheit|abgehakt|vorbei
throws a curveball	einen Curveball werfen
just what the doctor ordered	genau das, was der Arzt verschrieben hat|genau das, was der Arzt verordnet hat
too little too late	zu wenig zu spät
put all my eggs in one basket	alle meine Eier in einen Korb tun|alle meine Eier in einen Korb setzen|alle meine Eier in einen Korb legen
rubbing salt in my wounds	Salz in meine Wunden reiben
fly by the seat of his pants	nach Gefühl fliegen|nach Bauchgefühl fliegen|nach Instinkt fliegen|ohne Plan fliegen|ohne Vorbereitung fliegen
get lost	verlaufe dich|verirre dich|geh verloren|verschwinde|geh weg|zieh Leine|hau ab|verpiss dich|verschwinde
knowledge is power	Wissen ist Macht
meet halfway	sich auf halbem Weg treffen|sich in der Mitte treffen|sich auf halber Strecke treffen
keeping their eye on the ball	Das Auge auf den Ball gerichtet halten|Das Auge auf den Ball fokussieren|Den Blick auf den Ball richten|Den Ball im Auge behalten
paid through the nose	durch die Nase bezahlt|durch die Nase gezahlt|einen hohen Preis bezahlt|einen hohen Preis gezahlt
kick back and relax	zurücklehnen und entspannen|sich zurücklehnen und entspannen|sich zurücklehnen und relaxen|entspannen und relaxen
keep their noses to the grindstone	die Nase am Schleifstein halten|die Nase am Schleifstein schleifen|die Nase am Schleifstein reiben|die Nase am Schleifstein arbeiten
get your ducks in a row	Bringe deine Enten in eine Reihe|Bringe deine Enten in Ordnung|Bringe deine Enten in eine Linie|Bringe deine Enten in Reih und Glied
be at each other's throats	sich gegenseitig an die Gurgel gehen|sich gegenseitig an die Kehle gehen|sich gegenseitig an den Hals gehen
stand their ground	ihren Boden halten|ihren Standpunkt verteidigen|ihrem Standpunkt treu bleiben|ihrem Standpunkt standhalten
couldn't see the forest for the trees	den Wald vor lauter Bäumen nicht sehen können
Time flies	Die Zeit fliegt|Die Zeit vergeht wie im Flug|Die Zeit rast dahin
burst a blood vessel	platze ein Blutgefäß|platze ein Blutgefäss
get down to brass tacks	zur Sache kommen|zum Wesentlichen kommen|zum Punkt kommen|zur Kernfrage kommen
the wrong side of the bed	auf der falschen Seite des Bettes aufstehen
picks up the tab	die Rechnung übernehmen|die Zeche bezahlen|für etwas aufkommen|für etwas bezahlen
knocked it out of the park	es aus dem Park geschlagen|es aus dem Stadion geschlagen|es aus dem Feld geschlagen
keep his head above water	seinen Kopf über Wasser halten|seinen Kopf über Wasser behalten|den Kopf über Wasser halten|den Kopf über Wasser behalten
has a chip on her shoulder	einen Chip auf der Schulter haben
knows the ropes	die Seile kennen|die Stricke kennen|die Abläufe kennen|die Prozeduren kennen
set in their ways	in ihren Wegen festgefahren|in ihren Wegen verankert|in ihren Wegen verfestigt|in ihren Wegen verhärtet
bit my tongue	Ich habe mir auf die Zunge gebissen.
find his feet	seine Füße finden
in one ear and out the other	ins eine Ohr rein und ins andere Ohr raus|ins eine Ohr rein und durchs andere Ohr wieder raus|ins eine Ohr rein und sofort wieder raus aus dem anderen Ohr
back to square one	zurück zum Anfang|zurück zum Start|zurück auf Los|wieder von vorne anfangen
come true	wahr werden|in Erfüllung gehen|sich erfüllen|sich bewahrheiten
beats around the bush	um den heißen Brei herumreden|um den Brei herumreden|um den heißen Brei herumtanzen|um den Brei herumtanzen
a flash in the pan	ein Strohfeuer sein|eine Eintagsfliege sein|ein kurzes Aufblitzen sein
hit the hay early	Früh ins Bett gehen|Früh schlafen gehen|Früh zu Bett gehen|Frühzeitig ins Bett gehen|Frühzeitig schlafen gehen|Frühzeitig zu Bett gehen
lost her marbles	ihre Murmeln verloren|ihre Kugeln verloren|den Verstand verloren|verrückt geworden|verrückt geworden sein
wild card	Wilde Karte|Joker-Karte|Joker|NA
a little birdie told me	Ein Vögelchen hat mir gesagt.
getting our ducks in a row	unsere Enten in eine Reihe bringen|unsere Enten in einer Reihe aufstellen|unsere Enten in Ordnung bringen|unsere Enten in Reih und Glied bringen
to count his chickens before they hatch	seine Hühner zählen, bevor sie schlüpfen|seine Hühner zählen, bevor sie ausgebrütet sind|vorzeitig seine Hühner zählen
to grin and bear it	es mit einem Grinsen ertragen|es mit einem Lächeln ertragen|es ertragen und dabei grinsen|es ertragen und dabei lächeln
control freak	Kontrollfreak|Kontrollwütiger|Kontrollbesessener
took a rain check	einen Regencheck nehmen
live wire	lebendiger Draht|lebender Draht|aktiver Draht|aktive Leitung
chill out	entspann dich|chillen|relaxen|sich beruhigen|ruhig bleiben
off her chest	von der Brust weg|von der Brust herunter|von der Brust abnehmen|von der Brust nehmen
down for the count	ausgezählt|niedergeschlagen|am Boden liegen|am Boden bleiben
light at the end of the tunnel	Licht am Ende des Tunnels
to open a can of worms	eine Büchse der Pandora öffnen|eine Dose Würmer öffnen|eine heikle Angelegenheit aufmachen|ein heikles Thema ansprechen
make hay while the sun shines	Mach das Heu, solange die Sonne scheint.
find a needle in a haystack	eine Nadel im Heuhaufen finden
not even a crumb	nicht einmal eine Krümel|nicht mal eine Krümel|kein Krümel|kein Brösel
hit the sack	ins Bett gehen|ins Bett hüpfen|ins Bett springen|ins Bett fallen|ins Bett kriechen
butterflies in your stomach	Schmetterlinge im Bauch haben
to put on a brave face	eine tapfere Miene aufsetzen|eine tapfere Fassade aufbauen|eine mutige Haltung zeigen|sich tapfer zeigen
to pull out all the stops	alle Register ziehen|alle Hebel in Bewegung setzen|keine Kosten und Mühen scheuen|sich ins Zeug legen|sich voll reinhängen
a dish that steals the show	ein Gericht, das die Show stiehlt
fail by a country mile	um Meilen scheitern|um Längen scheitern|um einiges scheitern|weit daneben liegen|NA
to shoot your shot	sein Glück versuchen|seine Chance nutzen|seinen Schuss abgeben|sein Schuss wagen
to keep his head above water	den Kopf über Wasser halten
to prove them all wrong	allen das Gegenteil beweisen|allen das Falsche beweisen|allen widerlegen|allen Unrecht geben
tie the knot	den Knoten binden|den Knoten knüpfen
take it with a grain of salt	mit einer Prise Salz nehmen|mit einem Körnchen Salz nehmen|mit Vorsicht genießen|mit Skepsis betrachten|mit Zurückhaltung betrachten
pull someone's leg	jemandem auf den Arm nehmen|jemanden veräppeln|jemanden veralbern|jemanden verarschen
skip a beat	einen Schlag aussetzen|einen Herzschlag aussetzen|einen Augenblick innehalten|einen Moment zögern
to put my best foot forward	meinen besten Fuß vorwärts setzen|meinen besten Fuß voran setzen|meinen besten Fuß nach vorne setzen|meinen besten Fuß vorzeigen
keep his nose to the grindstone	seine Nase am Schleifstein halten|seine Nase an den Schleifstein halten|seine Nase am Schleiferstein halten|seine Nase an den Schleiferstein halten
get back on her feet	wieder auf die Beine kommen|wieder aufstehen|sich wieder erholen|sich wieder aufrappeln
